200
5
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 
213.12531 103.13102 96.25524 177.6272 113.54963 171.18871 118.08822 103.79062 142.10031 179.95329 81.095 81.33676 44.01165 171.02584 101.65913 61.34731 146.10663 191.62048 x 217.5634 106.11568 68.17633 181.89991 127.30068 148.62317 118.38285 59.04374 201.91196 195.93819 141.91475 158.87803 165.92242 34.30438 202.23564 118.40358 191.20977 73.93365 179.36118 102.82196 187.57646 125.70773 218.03372 140.9688 147.2362 18.66251 94.35933 161.03148 73.3561 180.00663 150.35255 64.4597 104.78441 74.33906 46.22144 65.00663 137.71026 59.15334 55.20262 180.11552 44.34466 38.79288 4.96645 38.55774 80.68799 125.51548 141.63037 197.49829 158.40896 147.14401 66.75232 77.73865 54.614 76.9673 211.89369 68.94885 127.43971 90.6941 91.25524 64.8517 90.93977 68.11851 99.34474 216.06507 143.04481 237.13585 143.76157 126.29879 62.68777 96.77551 23.32203 123.80344 139.51 140.30373 136.5816 61.78584 224.79557 107.64918 147.76987 88.26037 173.3835 180.37748 171.8454 86.39708 180.35136 159.21279 83.09724 167.63901 200.86755 9.96379 190.69027 155.74992 59.00301 87.57187 44.06372 188.69392 166.6839 106.70918 58.52945 160.74032 66.30798 186.09282 131.2316 160.34049 232.44365 106.0487 193.51881 91.95763 201.34923 94.87948 112.30911 50.85299 130.7748 165.07048 51.34831 181.11915 96.26066 14.28219 111.06056 80.58973 112.33973 143.05729 92.7 171.68675 147.9482 179.9082 177.06188 140.55926 182.64183 210.12343 196.82148 170.00286 x 111.44747 163.54742 32.00024 42.12684 139.30629 150.70803 75.49708 33.51012 134.98997 76.97115 185.37548 187.48457 131.65499 133.91244 100.86023 70.48781 69.73042 198.70653 106.56616 214.03604 188.94606 54.48854 118.2633 71.39696 171.32477 150.22891 103.73723 159.25717 138.23131 156.93001 238.90561 184.0257 10.36056 129.9616 134.58007 147.53254 120.8197 134.82735 76.53014 180.05565 157.06562 112.71946 121.79467 113.87136 74.85599 183.21397 132.48567 43.6846 
x x 122.81518 65.16886 x x x 129.68603 x 60.12969 x 181.56193 189.91314 51.63503 x x x x 217.5634 x 130.01524 180.61511 36.03571 x x x 161.82265 x 58.44967 95.38722 x 113.43311 x 16.61267 x x 148.57367 x x x 104.14681 x 100.23047 x x x x 174.7913 x x 162.15308 x 158.05649 x x 140.82231 x 231.72707 x x x x 221.15798 144.31589 110.48904 x 53.18021 185.0648 x 176.64139 x x 211.30489 12.01266 x x x x 225.18483 x x 125.29381 x 120.90241 32.31215 x x x 200.40313 224.63236 115.85053 183.26643 149.97507 x x 13.39447 x 174.81127 x x x x 156.82181 x x x x 108.0987 214.77417 27.00737 x x x 233.42522 181.99363 62.69627 111.97502 x x 163.95674 166.67608 x x 36.05669 x x 168.53603 x 202.91453 x 186.61894 164.70675 x x 77.0474 x x x x x 89.55693 x x 73.83565 x 69.44133 x x 21.88075 x x 181.32438 153.55489 123.48677 x x 154.04111 x x x 123.40435 151.44422 x x x x 148.16065 x 177.60117 x x x 38.83261 x x x x x x x x x x x x x 143.47512 x x 103.62175 152.36461 x x x x x 190.43419 x x x 
145.31933 x x x x 182.69972 139.66117 3.67283 36.17331 118.29902 x 120.87124 66.89257 78.43293 x 59.44202 149.46165 x 106.11568 130.01524 x 109.97774 x x 49.82351 146.78732 73.6773 x x 38.34981 136.00302 138.72582 137.25626 x 25.0436 x 72.0688 x 8.80636 134.30247 x 154.31192 35.97936 x 91.7557 x x 108.15383 125.21163 173.96463 83.08943 8.91604 89.1572 x x 42.76824 53.29371 144.06957 138.3046 x 118.35965 x x 75.72139 93.64509 x 133.18864 x 89.70846 x 136.94868 x x 128.67823 x x x 147.65648 144.96137 x x 17.85098 x x x 57.20511 69.66635 83.46481 146.49953 x x x x x 127.64715 x x 163.92762 x x 162.64435 68.6675 100.57541 x x x x x 107.94366 104.1919 139.92647 136.50588 x 139.16113 x x x x x x 186.13234 x x x x 160.08392 39.24415 x x 35.65621 61.70325 144.7104 x x x 40.71933 x 148.83336 x x x x x x x x 46.75007 x x 112.6397 143.35826 x 120.50262 143.15486 77.0668 x x x x x x x 184.74169 x 148.97582 x x x 108.10671 x 59.03343 x 93.97364 x x x x 44.1446 x x x x x x 96.85519 32.03091 x x x x 29.59104 88.94599 59.08792 x x 47.41058 x x x 139.25147 
163.48659 117.02662 82.08627 127.15949 64.44192 103.27068 50.02371 106.40566 142.47016 130.73248 68.95494 14.3352 x 144.31564 77.62451 51.68752 78.25014 143.76334 68.17633 180.61511 109.97774 x 148.4673 91.05372 159.79427 51.30771 36.93152 159.67227 x 132.78283 x 103.51397 x 164.07786 107.1239 123.03423 39.58982 x x 133.18595 77.10439 x 134.59057 x 54.78107 92.43788 115.73114 6.54061 127.25702 83.63119 26.91161 103.55698 24.04113 38.13645 60.41774 151.9616 60.71337 52.20152 121.57983 84.57966 36.3252 x 46.58025 39.64467 x 73.48622 x 91.14706 101.8791 5.3694 27.41437 60.53623 33.57093 172.14797 69.77576 112.45875 x 37.76559 44.57145 47.8494 39.16257 94.33035 172.23954 148.03517 x 164.18393 87.46823 26.52838 37.90225 58.22174 122.85565 72.48703 x 135.75403 24.07427 184.44478 39.65416 x 118.19834 x 114.4398 157.33158 x 119.02292 102.98905 x 157.29449 138.5775 59.15012 155.89636 x 37.57622 109.14403 57.22359 120.7036 145.5026 73.81359 30.5838 105.30835 21.94611 117.9426 91.10462 156.57097 186.32399 65.84181 130.90331 120.12662 x 37.84377 93.51182 89.38262 62.5996 104.89546 53.63795 x 76.58422 69.03218 46.44836 60.33589 123.31278 93.63149 30.19465 107.79604 106.78896 145.45832 125.26359 155.78133 114.82919 167.63559 159.4654 107.04593 69.06937 44.74975 99.28722 78.09009 30.79094 159.3718 92.08956 93.68049 35.82048 73.39687 x 117.24702 119.35562 x x 37.9613 56.59696 3.02897 150.30835 x 162.04938 161.8579 36.35877 114.47155 27.01446 152.71875 x 43.64225 95.27763 151.65074 97.48319 196.00706 x x 117.66502 150.07478 143.02427 76.31943 81.45904 88.42176 150.58948 138.08866 118.81896 88.06606 141.8447 x x x 57.88084 
57.80022 110.33347 86.79891 51.88863 85.52154 162.28067 145.28791 94.6284 81.82058 47.59965 x 150.94035 153.90819 19.24668 x 120.78678 x 43.81562 181.89991 36.03571 x 148.4673 x x 106.53594 154.78767 127.05766 x 56.28689 63.25085 101.35699 98.00104 204.64014 23.04325 71.42745 x 114.36845 36.63845 103.78372 65.98666 74.39782 x x x x 95.13896 42.07918 142.9814 x x 128.26575 x 125.1778 138.84298 117.04532 111.32554 123.17505 x 81.53104 153.36686 x 181.28478 187.12029 110.73207 82.14166 140.25317 x x 51.33603 144.15722 173.08634 x x x 114.76837 61.70893 99.99011 x x 101.08992 187.61716 89.47187 44.15329 91.65704 62.33545 127.14894 61.01023 x x x x 160.92477 128.31391 79.86359 172.38626 x 145.81351 154.172 137.12463 x x x 125.66841 94.00553 74.37773 x 58.62102 104.18852 179.4039 9.10621 x x x x 168.73823 x 77.32972 130.72724 x 130.51498 154.07205 x x 61.6811 x 103.55955 134.24463 x x x x x x 198.80423 x x 170.66298 163.63796 x x x 122.94547 x 43.2216 x 56.3925 114.0866 142.61145 x 17.4654 x x x x 160.80667 148.41738 x x 122.94046 157.67305 x x x x x x x 111.53107 145.49891 47.4504 77.95695 65.89576 20.44766 183.2561 80.25685 174.79596 x 77.54546 x 105.73438 x 86.21584 61.61023 x 175.32403 x x 71.39673 x 77.0821 116.51598 10.78938 x x 61.88106 136.46969 159.26089 x x 199.88834 
88.19975 81.79985 x x 31.41059 x 95.80388 63.13276 77.38863 x 49.84342 94.69371 106.06377 53.91893 28.36463 66.1193 x x 127.30068 x x 91.05372 x x x 104.8829 70.20664 x 73.43966 59.23359 x 74.2464 x 75.71672 43.37427 131.92293 56.86073 53.39539 x 70.22016 x 95.0882 63.79593 38.62765 108.73072 55.42109 36.09383 x x 124.3895 x x 67.5069 82.49454 x 101.4 70.83442 x x 105.54982 118.09845 x 129.54685 x x x 73.61661 x x 86.5904 116.45002 x 123.5331 84.97273 64.96715 39.96168 x x 135.31125 43.38887 130.20659 x 88.80935 86.9303 109.86634 x 5.38462 72.17134 117.13034 133.00339 x 115.82446 x x x 97.82133 93.87706 x 103.37678 x 98.92258 x x x 52.64029 x x 99.11651 123.72382 65.72026 78.43573 127.72491 89.16841 141.85756 x 57.73739 20.60174 73.39095 x 72.74377 125.8301 7.73571 82.9035 x x 94.33828 x 77.13092 119.06412 x x 95.4914 66.57628 141.04985 x x x 111.73834 x x x 67.4527 x x x x x x 82.82335 70.55848 x 94.37444 x x 110.4986 91.33044 x x x x x x x 133.42967 100.58671 x x 57.29934 88.12487 x 20.86485 91.07268 71.00965 x x x x x 57.40992 76.40461 100.11352 59.75701 111.62454 67.46618 121.87994 x 101.75447 x x 35.82059 73.75222 59.56344 x x x 113.19761 x x x x 
163.77831 x 80.68585 146.34747 x 227.62169 187.76913 53.42065 26.54329 x 91.18188 170.62981 105.39126 x 90.79381 x 194.41438 146.39329 148.62317 x 49.82351 159.79427 106.53594 x x 195.33651 123.3647 137.57492 158.06503 x 175.70307 176.84597 x 127.78182 61.01876 x 121.72017 134.96287 48.49917 162.41352 x x 41.16735 74.29492 136.90257 67.4782 x 157.95344 x 221.12811 x 56.84143 138.81678 127.3457 100.27617 11.81734 101.92011 191.81757 171.14746 x x 151.01523 174.859 124.95079 135.76444 x x 224.10506 122.91813 154.44007 186.70603 104.12866 191.69472 x 91.28645 63.03452 x 197.47999 193.72504 x 191.96722 66.40292 x x 165.73691 x 107.97416 133.27464 196.25677 x x 211.10938 x 31.59547 x 147.06797 x x 64.0434 x 201.72607 x x x x x 50.6633 x 152.28976 x 181.24472 x 61.12059 x 240.15955 x x x 152.33304 138.07313 228.51936 110.3285 x 166.95411 x 194.15095 x x 196.88987 76.84483 x x x x x x x x x x x x x 113.97462 x x x 218.64239 143.01175 122.8966 x 109.22466 x x x x x x x 144.09416 159.76305 75.1773 227.03627 x 196.19337 x x x x 151.72318 103.44408 x x 181.19278 48.95448 x x 29.00947 148.14995 x x x 163.15712 x 138.5691 x x x 118.99219 x x 96.75313 67.16418 x x 45.10174 x x x x 
x 157.35676 x 117.49138 x 53.28669 9.51959 x 173.82747 122.18771 106.13221 37.26831 134.88005 157.05024 x 95.50616 x x 118.38285 x 146.78732 51.30771 154.78767 104.8829 195.33651 x 81.94398 155.90867 x x x 77.41594 111.47288 164.14585 136.31192 75.08734 76.37487 128.92752 x 117.16737 x 149.49757 x 143.36963 x x 114.45128 47.85788 x 32.32458 x 138.83784 60.48831 87.44089 103.41054 189.50299 105.79178 85.66124 100.41818 134.6827 82.13625 x 89.21698 x 73.04121 29.46172 135.90007 x x 54.44054 x x 52.13704 169.84696 x 138.43344 74.72747 x x 72.52413 x x 165.56286 181.35973 x 203.70671 99.76624 71.02705 29.62751 104.48101 x 21.20805 x x x 180.50196 13.56842 30.14642 x x 77.63934 x x 92.93468 88.98784 x x x 108.86465 160.09979 x 70.7757 153.03745 x 70.85596 162.50491 95.82505 76.54324 92.1328 x 70.81252 101.07519 x 175.94794 84.26454 100.82103 x 139.61708 32.86852 120.5721 138.95661 19.56326 x x 110.7523 x x x 95.96984 x 91.99596 x 77.4586 111.93567 x x x 70.62509 x x 79.09766 118.79355 x x 129.06991 x 199.01132 x x 87.02726 x x x x 16.77069 x x 96.87241 x x 94.32088 x x 72.96103 x x x x 48.44096 66.77344 x x x 169.82073 x 144.55241 188.30872 x x x x x 157.62837 x x x 43.84406 67.08844 x x 
154.26087 80.10738 48.73927 x 54.63379 128.72205 77.41761 70.18427 107.43874 121.02078 33.88737 49.44301 55.2867 119.02137 x 14.75677 98.4879 132.88175 59.04374 161.82265 73.6773 36.93152 127.05766 70.20664 123.3647 81.94398 x 144.36268 136.91925 99.94266 103.30844 x 77.60199 145.91438 74.12114 144.95636 14.914 120.86046 75.44034 128.61553 66.66945 x 100.99614 96.82809 40.51128 56.47182 102.45295 x 120.97478 113.16614 11.62606 x 22.22029 12.83069 23.48952 115.21893 24.23264 74.5831 121.9313 54.98199 x x x 22.02354 66.8635 x x 119.2543 88.43515 31.71159 x 25.03372 68.37733 155.15271 32.84429 x 31.65391 74.64802 72.81056 31.97514 69.81922 59.05049 x 112.26628 179.28539 127.25777 68.45765 11.07453 x 62.81275 87.66449 101.93481 91.46379 100.83649 54.30983 167.97546 68.5487 x 82.45359 114.91063 x 126.88214 36.95587 123.23882 100.68782 24.10656 x x 54.10303 135.44197 x 64.42158 72.57978 73.22362 x 117.54485 x x 102.05175 16.93493 139.20965 73.20483 122.74762 174.19268 47.35595 136.92134 84.05411 142.43115 74.72055 62.70937 x 86.99689 107.68025 73.90633 122.21101 45.07264 52.10931 80.44409 27.46422 86.55256 x 42.37231 x 90.01176 x x x 133.46694 152.57682 140.71266 114.04711 39.04072 63.27849 108.80692 52.77702 21.42048 x 92.98849 57.21498 30.63235 79.23533 51.15239 x 142.76917 89.7388 x 49.23484 20.71608 35.50866 139.93138 49.39007 155.01091 137.08229 60.99042 79.66102 61.14562 123.79412 x 49.4028 104.38887 114.96177 99.39463 181.44632 132.62614 55.87239 85.39478 113.25256 109.12621 61.90271 x 51.58538 x 108.99007 82.42529 65.33709 105.33921 50.93612 137.35186 85.57142 73.56659 
x x 110.41836 x 95.26495 152.93394 146.48474 122.75187 112.79106 34.50007 x 159.42291 178.23914 50.2913 101.4044 140.68714 x x 201.91196 x x 159.67227 x x 137.57492 155.90867 144.36268 x 33.48048 93.91633 93.11162 87.63311 221.30168 13.62344 x 145.78371 x x 132.50905 x 82.57337 x 99.33258 x 183.33695 121.30354 x 153.60585 x 162.38327 x 117.50249 138.0474 x x 142.29877 144.81405 211.4698 66.38298 x x x 202.02926 x x x 28.31976 x 57.81613 156.04421 181.76393 x 189.22043 14.16935 137.73574 x 114.34305 x x x 198.09613 x x 122.67815 x x 75.90951 x x x x x 124.6498 x 183.70125 24.97542 149.19303 x x 31.95094 x 79.04186 x x x x x x 198.20949 x x 197.2438 x 214.12409 x x x x 64.62481 144.51211 141.04248 71.18123 104.35583 x x 85.08377 x x 179.6715 95.46783 x x x x x x 191.85922 x x x 66.67807 x 94.00475 x 29.88141 43.70543 145.10011 x 8.21874 15.9697 89.2729 x 129.79169 x x x x x x x 98.78676 x 139.46367 150.71181 x 85.64053 x x 156.64346 22.25704 x 37.06282 x x 109.26273 x 69.03325 x x 97.29351 140.54739 x x x 196.37282 x 144.43956 102.41744 84.11329 x x x 70.94917 x x 166.67314 x 144.31485 x x 
19.21711 x 113.40974 x x 121.8538 x 132.52744 131.87988 16.7195 122.93725 x x 73.46251 x 136.69894 x 12.47219 195.93819 58.44967 x x 56.28689 73.43966 158.06503 x 136.91925 33.48048 x x 64.36472 x 210.67569 46.74753 109.48386 113.04691 x 23.25644 x x 70.43434 22.12355 117.43723 84.28681 177.3314 127.53888 x 138.23755 17.66769 x 133.21706 126.72169 125.8061 x 136.53065 160.7436 142.96731 196.81563 34.68428 x x 193.93191 189.78303 x 72.43629 x 5.27501 x 49.78753 141.90397 163.50493 x 170.97325 x 138.11639 101.73455 x 163.4607 187.75418 105.2538 x 122.5224 36.57159 x 52.42082 177.33974 72.31008 135.00968 x 197.17041 126.64092 x 97.75493 128.28711 x x 127.0785 120.76749 174.84542 x x 104.38256 119.745 46.78642 43.26231 112.84109 x 50.27103 190.7498 53.6242 74.28147 181.76514 160.76759 201.3266 123.92888 x 92.17352 138.13742 x 133.19431 108.54947 67.23761 x 44.29121 90.16112 51.67411 172.87996 8.14358 158.72943 x x 113.87565 49.40746 x x x x 142.99834 118.69869 x 52.97487 x 62.76296 x x 19.42542 x 97.10811 36.79032 47.36994 58.4649 166.66811 108.51908 67.72111 x 156.01283 x 55.77293 154.72705 x 75.79684 145.91448 x x 118.68306 x x x 141.69491 11.35177 91.81035 x 75.51729 x x 167.2445 93.95911 x x 68.17953 x 52.84655 57.60515 77.26192 x x x x x x 146.94127 x 91.36201 x x 180.5452 x x x x 
118.80832 50.30562 51.25385 x x 185.91667 151.18664 39.49545 20.1738 97.56106 66.27864 140.98996 x 44.46471 55.85121 87.84373 153.17219 100.42943 141.91475 95.38722 38.34981 132.78283 63.25085 59.23359 x x 99.94266 93.91633 x x x 131.57177 x x x 190.88048 x x 45.33521 x 84.34461 129.036 5.60806 x 126.08614 47.61677 x 129.38681 x 182.24542 106.6792 37.29259 x x x 49.0182 84.90382 x x 104.27888 148.59172 142.83154 x 93.97108 x 156.55403 x 184.11786 76.94262 x x 88.76798 166.25493 96.02793 73.99372 21.21015 86.68792 168.91134 172.72262 88.74311 169.40436 x 107.40047 30.4905 125.03949 x x 107.58876 x x x x x 16.7444 153.68552 x x 170.60025 x 84.74841 156.58956 30.42983 117.21737 x x 86.8565 25.92437 x x x x 164.35447 x 170.93937 197.25558 32.7602 x x 106.32714 111.05493 x x x x x x x x x 39.78658 99.88401 152.89551 122.93865 x 113.30306 x 128.50908 x x 42.63319 86.23454 117.71917 140.78512 67.66979 x x 52.21048 x 100.21829 80.51432 x x 130.85727 138.29904 x x x x x 127.07318 x 65.88681 183.29487 x x 101.05835 117.73347 79.53942 130.36264 x x 125.58673 57.52604 160.91734 x x x x x x 47.34323 x x 52.20226 133.21967 15.29106 x 12.62435 x x x x 23.47639 x x 73.48561 x x x x 
x x x x 54.78031 60.98708 61.12195 x 149.9356 x x 88.25773 x 110.48708 x 109.85881 x 70.50102 158.87803 x 136.00302 x 101.35699 x 175.70307 x 103.30844 93.11162 64.36472 x x x x x 115.7068 60.25468 x x x x x x x 106.56393 x 122.12447 x 89.34686 x x x x 84.60722 x x x x 145.13012 x x 132.05664 x x x x x 69.11352 x x 94.85633 x x 115.03538 107.26029 119.51176 112.67146 x x 133.93398 73.99244 x x x x x 190.42461 67.84081 x 96.42752 x x 66.2426 x x 116.20677 x x x x x x 138.40054 x x 26.97942 x x x x x 9.96595 x 154.53497 152.34463 x x 78.9741 101.62905 x 92.62143 54.36839 x x x x x 167.81309 x x 101.02356 x x x x 43.30609 x x x x x x x 13.1331 x x x x x x x x x x x x x x x x x x 134.11429 x 62.9523 x x x x x x x x x x 128.78414 x x x 55.1451 x x x x x x x x x x x x x x x x x x x x x 
x x x x x x x 135.70553 x 53.57771 x 96.2557 161.99133 x x 115.57913 x 64.71637 165.92242 113.43311 138.72582 103.51397 98.00104 74.2464 176.84597 77.41594 x 87.63311 x 131.57177 x x x 98.87852 117.56344 61.79254 x x 146.4196 42.2779 x x x 106.21502 x 125.51036 57.14463 97.056 x 75.97818 x 129.84863 x 121.54096 119.09964 175.64033 124.73279 153.13994 x x 139.74706 x 150.06429 x 46.96509 x x x 55.02649 102.45018 116.00778 128.47381 x x x 113.88217 80.91737 112.94023 x x 134.91108 x 93.95841 x 109.84071 x x x 104.54872 161.02661 x x x x 124.18344 110.18369 75.90211 63.13866 172.26017 x x x 80.41494 15.93228 24.43918 x x x 158.61589 x 17.06685 x 158.37137 160.23114 x x x x 27.04177 99.61579 x x 153.41656 x x x x x x 103.36978 162.95884 x 9.85658 x x x x x x x x 74.25804 x x x x 179.50435 x x x x 146.72903 60.31892 x x x 188.31132 x x 132.78116 30.9374 x x 65.3332 x 36.8195 x 110.37404 x x x x 118.28371 x x x x x 62.23914 x 174.34147 x x x x 119.88865 x 144.0618 x x x x x x 78.99464 x 106.20576 x x 160.93249 
228.92537 135.92895 x 192.62859 127.85377 164.44697 x 134.59869 173.42955 195.65824 106.79831 78.17635 78.15162 195.93872 125.17503 x 144.70243 208.17552 34.30438 x 137.25626 x 204.64014 x x 111.47288 77.60199 221.30168 210.67569 x x x x 223.3963 146.47383 186.55079 91.0133 196.81848 x 200.35942 140.68509 232.37674 x x x 123.74993 x x 193.72874 141.15915 78.11971 x x 65.95911 x 171.10807 x 29.75405 189.99024 x x 31.02512 22.75498 x x x 212.97613 x x 70.2516 x x x x x 154.8195 107.0134 x 43.20262 106.5781 x x x x x 177.77178 145.62939 x 84.53044 x 154.47525 x x x 51.36837 x x x 122.43653 x x 200.34697 x 187.94061 170.55266 x x 207.57081 29.50658 x x x 121.02245 x x 193.24489 x x x 77.55206 182.14222 150.19774 x x x x 126.07107 x x x x 127.55948 173.59051 25.36211 193.62941 120.83405 x 101.48818 103.66385 x x 98.59927 176.7345 x x x 174.09255 180.80345 x x x 72.65147 x 168.19697 66.1608 56.35971 173.26418 x x x x x x 181.73662 x 145.12972 x x 71.60018 x 126.94426 228.49389 214.02163 38.61798 x x 198.71199 181.30833 111.59171 x x x 258.33164 x x x x 177.97304 x x x 204.19252 x x x x x 178.54042 x x 
41.09444 x 108.39307 x x x x 117.60139 103.86645 x 122.05616 x 175.96057 41.4227 100.73185 140.8978 x 35.59997 202.23564 16.61267 x 164.07786 23.04325 75.71672 127.78182 164.14585 145.91438 13.62344 46.74753 x x 98.87852 223.3963 x x 158.12236 x 36.01479 x x 87.53762 x 91.07736 62.69358 x x 50.02888 158.22898 56.6401 x 145.92864 112.69063 x 158.11252 137.82117 x 144.08771 x x 175.42129 x x x 128.03924 x 146.08189 x 169.9754 62.79696 160.14165 187.3005 148.8244 194.69627 10.41168 x 84.63927 x x x x 202.94267 112.02235 22.45972 113.44837 39.31789 148.75032 77.9209 147.57084 x 208.71874 x 167.52225 x x x 22.97715 x x 160.15761 x x x x 91.30783 77.73253 122.94256 x x 199.16958 14.39041 113.61436 201.50962 x x 168.42154 54.19005 96.1299 149.05173 x x 153.22874 73.60864 93.90449 x 99.90768 x 157.28692 x x 92.7859 x x x 215.88008 x x x 174.03114 121.65251 x 73.01075 136.74762 105.73773 57.33687 23.51672 x 135.86502 141.67735 15.67704 x x x x x x x x 89.65495 145.58862 176.5008 107.24658 138.03592 151.63786 162.83357 x x x 131.7544 x x x x x x 103.2986 189.64859 58.3847 x 124.09687 108.10628 x 89.52539 38.6562 x x x x x 87.79488 x 138.98542 31.22776 x 119.39633 x 159.27073 x x x x 
120.28445 x 25.40809 94.35326 66.81844 x 128.2514 23.64613 37.54984 93.50223 40.58815 x x 55.93198 x 62.29815 133.41753 99.65808 118.40358 x 25.0436 107.1239 71.42745 43.37427 61.01876 136.31192 74.12114 x 109.48386 x 115.7068 117.56344 146.47383 x x x 67.53497 86.67793 33.84967 109.89931 66.33577 x x x 101.82552 24.92051 x 103.9068 x x x x 83.93973 82.47932 55.40116 x x x 115.02537 x x 118.93133 x 68.70257 74.86831 135.9313 108.18492 x x 101.82852 x 64.29364 140.53455 104.69844 49.59642 9.87781 x 143.56658 146.883 64.31026 x 19.41114 113.5799 x 133.22317 x x 81.76729 x x x 150.9685 x x 127.84787 117.05502 x x 66.59829 81.62043 142.0999 53.8733 x 123.48138 95.84824 61.59667 51.35565 141.72054 118.26058 80.48885 120.70263 138.52074 53.10007 x 179.20904 48.93192 41.17953 x x 85.3236 167.79378 51.05466 x 131.35669 x 137.32014 64.14631 111.00682 x x 80.45088 131.20879 x x x x x 140.31198 x 37.99383 72.72421 x 126.72405 58.80866 x 96.73714 x x 106.55909 x x 78.6567 x x 92.84919 94.10081 x x x x 98.82515 45.18742 x x x 83.67972 94.31659 x 104.75581 x x x 72.7793 x x x 52.95353 42.20022 x 119.19416 x x x 67.54054 110.25119 x 58.45684 36.06091 x x x x x x x 71.40283 120.77979 168.16554 x x 
x x 159.95174 108.57844 108.72127 x 73.38203 188.92592 209.30693 113.42479 x 110.32699 x 170.12818 147.17477 155.43707 x 122.70234 191.20977 x x 123.03423 x 131.92293 x 75.08734 144.95636 145.78371 113.04691 190.88048 60.25468 61.79254 186.55079 158.12236 x x x x 199.03906 98.1858 x 121.10233 x 166.78293 x x 118.93708 118.01833 101.63914 x 134.2416 183.41979 x x x x x 160.40481 79.53946 199.93736 156.6318 x 164.20998 x 99.13429 49.67052 118.31595 39.62808 115.89235 x x 168.38189 x x x x x 112.0153 146.85859 x x x x x x x x x x x x 56.26344 x x 135.25422 165.84809 83.84464 x 220.27568 122.92085 x x 108.48589 66.81996 86.1565 x x x x x 53.49237 145.77613 207.28428 x 12.21146 x x x x 130.03957 x x x x x x 220.45877 120.66075 106.50135 158.5887 202.95516 60.43498 71.5649 x 94.82827 152.12145 x 85.73544 x x 105.19394 x x x 155.73529 x 236.0645 16.90576 149.82823 x x 183.98214 x 53.30262 x 151.53517 x x x x 75.41624 x x x x x x x x 124.32725 x x 179.8388 x x x x x 96.96091 x x 75.14483 x x 193.25325 x x 203.49372 x 96.10606 186.47936 x 179.67373 x x x x x x 171.84796 
